id,title,content,keywords,publication_date,processed_text,ce_areas,ai_technologies,num_ce_tags,num_ai_tags
889,"Personality Science: Finally, the Bridge Between AI and Humanity","Artificial intelligence has woven itself into nearly every corner of modern life. We rely on it to draft emails, analyze spreadsheets, summarize meetings,...",bridge artificial intelligence,2025-12-27,artificial intelligence woven nearly every corner modern life rely draft email analyze spreadsheet summarize meeting,Transportation,Artificial Intelligence,1,1
890,Amputees often feel disconnected from their bionic hands. AI could bridge the gap : Shots - Health News,"Sensors and artificial intelligence help a prosthetic hand act more like a natural one, new research shows.",bridge artificial intelligence,2025-12-27,sensor artificial intelligence help prosthetic hand act like natural one new research show,Transportation,Artificial Intelligence,1,1
891,Uncovering the hidden cellular connections that bridge aging and disease,"Using machine learning, Yale researchers have developed a new imaging technique that can unlock signs of aging and disease in human cells.",bridge machine learning,2025-12-27,using machine learning yale researcher developed new imaging technique unlock sign aging disease human cell,Transportation,Machine Learning,1,1
892,Prompt vs Feature Engineering: The Hidden Bridge Between Humans and Machines,"The Overlooked Bridge Between Humans and Machines. When people talk about AI, they usually focus on the model — GPT-5's trillion parameters, or XGBoost's...",bridge machine learning,2025-12-27,overlooked bridge human machine people talk usually focus model gpt trillion parameter xgboost,Transportation,Artificial Intelligence,1,1
893,AAAI-26 Bridge Program,"Sponsored by the Association for the Advancement of Artificial Intelligence January 20-21, 2026 | Singapore EXPO | Singapore. Go to Full List of Bridges.",bridge machine learning,2025-12-27,sponsored association advancement artificial intelligence january 2026 singapore expo singapore full list bridge,Transportation,Artificial Intelligence,1,1
894,AI Could Help Bridge Valley of Death for New Materials,"Artificial intelligence (AI) could accelerate scientific discovery by helping researchers to more quickly gather data, search that data for patterns,...",bridge machine learning,2025-12-27,artificial intelligence accelerate scientific discovery helping researcher quickly gather data search data pattern,"Structural, Transportation",Artificial Intelligence,2,1
895,IIT Delhi to train Bihar engineers in AI-based bridge design and health monitoring,"The Bihar government has tied up with IIT Delhi to launch a six-month certification programme in AI-driven bridge design, monitoring and maintenance for...",bridge machine learning,2025-12-27,bihar government tied iit delhi launch six month certification programme driven bridge design monitoring maintenance,"Structural, Transportation",Artificial Intelligence,2,1
896,"Bihar govt to use AI, ML for bridge maintenance after series of collapses","NEW DELHI: The Bihar government has formulated 'Bihar State Bridge Management and Maintenance Policy, 2025' as per which artificial intelligence and machine...",bridge machine learning,2025-12-27,new delhi bihar government formulated bihar state bridge management maintenance policy 2025 per artificial intelligence machine,Transportation,"Machine Learning, Artificial Intelligence",1,2
897,Machine Learning Tools Help Bridge Design-To-Manufacturing Gap,"They can help identify patterns that pose significant design risk, help find cause-effect relationships, and help modify designs to limit those risks. Among...",bridge machine learning,2025-12-27,help identify pattern pose significant design risk help find cause effect relationship help modify design limit risk among,"Structural, Transportation",Machine Learning,2,1
898,A New Bridge Links the Strange Math of Infinity to Computer Science,"Their field just got a lot less lonely. In 2023, a mathematician named Anton Bernshteyn (opens a new tab) published a deep and surprising connection (opens a...",bridge computer vision,2025-12-27,field lot less lonely 2023 mathematician named anton bernshteyn open new tab published deep surprising connection open,Transportation,,1,0
899,Can a robot bridge the gap between agriculture of Gen X and Gen Alpha in rural Georgia?,"Imagine a future where growing food is optimized through precision agriculture technologies, using computer science and artificial intelligence to grow...",bridge computer vision,2025-12-27,imagine future growing food optimized precision agriculture technology using computer science artificial intelligence grow,Transportation,"Generative Design, Robotics/Automation, Artificial Intelligence",1,3
900,Online Degrees That Bridge AI Skills Gap,"As AI continues to revolutionize various sectors, the availability of skilled talent is becoming a major hurdle. A report from the Society for Human...",bridge computer vision,2025-12-27,continues revolutionize various sector availability skilled talent becoming major hurdle report society human,Transportation,Artificial Intelligence,1,1
901,Königsberg bridge problem,"Königsberg bridge problem, a recreational mathematical puzzle, set in the old Prussian city of Königsberg (now Kaliningrad, Russia), that led to the...",bridge computer vision,2025-12-27,nigsberg bridge problem recreational mathematical puzzle set old prussian city nigsberg kaliningrad russia led,Transportation,,1,0
902,Smart Cable-Climbing Robot Enhances Accuracy in Bridge Maintenance Inspections,"A lightweight cable-climbing robot with a computer vision system achieves 92% defect detection precision, enhancing safety and efficiency in bridge...",bridge computer vision,2025-12-27,lightweight cable climbing robot computer vision system achieves defect detection precision enhancing safety efficiency bridge,"Transportation, Construction Management","Computer Vision, Robotics/Automation, Artificial Intelligence",2,3
903,Hanoi Convention: Vietnam affirms role as global bridge for cybersecurity cooperation,The signing cremony of the Hanoi Convention not only reinforces Vietnam's image as a reliable player in multilateral relations but also demonstrates its...,bridge computer vision,2025-12-27,signing cremony hanoi convention reinforces vietnam image reliable player multilateral relation demonstrates,Transportation,Computer Vision,1,1
